"id","district","state"
"533460","Kakinada","Andhra Pradesh"
"534008","Eluru","Andhra Pradesh"
"535569","Vizianagaram","Andhra Pradesh"
"560119","Bengaluru Urban","Karnataka"
"562166","Ramanagara","Karnataka"
"571190","Mysuru","Karnataka"
"571202","Kodagu","Karnataka"
"574162","Dakshina Kannada","Karnataka"
"577008","Davangere","Karnataka"
"583286","Koppal","Karnataka"
"583288","Koppal","Karnataka"
"585446","Bidar","Karnataka"
"585448","Bidar","Karnataka"
"586162","Vijayapura","Karnataka"
"586170","Vijayapura","Karnataka"
"587157","Bagalkote","Karnataka"
"590100","Na","Not Applicable"
"600133","Thiruvallur","Tamil Nadu"
"600200","Na","Not Applicable"
"600201","Na","Not Applicable"
"600202","Na","Not Applicable"
"602118","Kanchipuram","Tamil Nadu"
"604411","Tiruvannamalai","Tamil Nadu"
"605012","Na","Not Applicable"
"612906","Kozhikode","Kerala"
"621119","Perambalur","Tamil Nadu"
"625552","Theni","Tamil Nadu"
"628155","Tuticorin","Tamil Nadu"
"636907","Dharmapuri","Tamil Nadu"
"637216","Namakkal","Tamil Nadu"
"641051","Coimbatore","Tamil Nadu"
"641063","Coimbatore","Tamil Nadu"
"671325","Kasaragod","Kerala"
"680051","Thrissur","Kerala"
"682053","Na","Not Applicable"
"683051","Na","Not Applicable"
"688051","Na","Not Applicable"
"688563","Alappuzha","Kerala"
"690112","Alappuzha","Kerala"
"691051","Na","Not Applicable"
"695521","Thiruvananthapuram","Kerala"
"695522","Thiruvananthapuram","Kerala"
"695523","Thiruvananthapuram","Kerala"
"695524","Thiruvananthapuram","Kerala"
"695525","Thiruvananthapuram","Kerala"
"695526","Thiruvananthapuram","Kerala"
"695527","Thiruvananthapuram","Kerala"
"695528","Thiruvananthapuram","Kerala"
"695541","Thiruvananthapuram","Kerala"
"695542","Thiruvananthapuram","Kerala"
"695543","Thiruvananthapuram","Kerala"
"695547","Thiruvananthapuram","Kerala"
"695551","Thiruvananthapuram","Kerala"
"695561","Thiruvananthapuram","Kerala"
"695562","Thiruvananthapuram","Kerala"
"695563","Thiruvananthapuram","Kerala"
"695564","Thiruvananthapuram","Kerala"
"695568","Thiruvananthapuram","Kerala"
"695570","Thiruvananthapuram","Kerala"
"695571","Thiruvananthapuram","Kerala"
"695572","Thiruvananthapuram","Kerala"
"695573","Thiruvananthapuram","Kerala"
"695574","Thiruvananthapuram","Kerala"
"695575","Thiruvananthapuram","Kerala"
"695581","Na","Not Applicable"
"695582","Thiruvananthapuram","Kerala"
"695583","Thiruvananthapuram","Kerala"
"695584","Thiruvananthapuram","Kerala"
"695585","Thiruvananthapuram","Kerala"
"695586","Thiruvananthapuram","Kerala"
"695587","Thiruvananthapuram","Kerala"
"695588","Thiruvananthapuram","Kerala"
"695589","Thiruvananthapuram","Kerala"
"695601","Thiruvananthapuram","Kerala"
"695602","Thiruvananthapuram","Kerala"
"695603","Thiruvananthapuram","Kerala"
"695604","Thiruvananthapuram","Kerala"
"695605","Thiruvananthapuram","Kerala"
"695606","Thiruvananthapuram","Kerala"
"695607","Thiruvananthapuram","Kerala"
"695608","Thiruvananthapuram","Kerala"
"695609","Thiruvananthapuram","Kerala"
"695610","Thiruvananthapuram","Kerala"
"695611","Thiruvananthapuram","Kerala"
"695612","Thiruvananthapuram","Kerala"
"695614","Thiruvananthapuram","Kerala"
"695615","Thiruvananthapuram","Kerala"
"700001","Kolkata","West Bengal"
"700002","Kolkata","West Bengal"
"700003","Kolkata","West Bengal"
"700004","Kolkata","West Bengal"
"700005","Kolkata","West Bengal"
"700006","Kolkata","West Bengal"
"700007","Kolkata","West Bengal"
"700008","Kolkata","West Bengal"
"700009","Kolkata","West Bengal"
"700010","Kolkata","West Bengal"
"700011","Kolkata","West Bengal"
"700012","Kolkata","West Bengal"
"700013","Kolkata","West Bengal"
"700014","Kolkata","West Bengal"
"700015","Kolkata","West Bengal"
"700016","Kolkata","West Bengal"
"700017","Kolkata","West Bengal"
"700018","Kolkata","West Bengal"
"700019","Kolkata","West Bengal"
"700020","Kolkata","West Bengal"
"700021","Kolkata","West Bengal"
"700022","Kolkata","West Bengal"
"700023","Kolkata","West Bengal"
"700024","Kolkata","West Bengal"
"700025","Kolkata","West Bengal"
"700026","Kolkata","West Bengal"
"700027","Kolkata","West Bengal"
"700028","North 24 Parganas","West Bengal"
"700029","Kolkata","West Bengal"
"700030","Kolkata","West Bengal"
"700031","Kolkata","West Bengal"
"700032","Kolkata","West Bengal"
"700033","Kolkata","West Bengal"
"700034","Kolkata","West Bengal"
"700035","North 24 Parganas","West Bengal"
"700036","North 24 Parganas","West Bengal"
"700037","Kolkata","West Bengal"
"700038","Kolkata","West Bengal"
"700039","Kolkata","West Bengal"
"700040","Kolkata","West Bengal"
"700041","Kolkata","West Bengal"
"700042","Kolkata","West Bengal"
"700043","Kolkata","West Bengal"
"700044","Kolkata","West Bengal"
"700045","Kolkata","West Bengal"
"700046","Kolkata","West Bengal"
"700047","Kolkata","West Bengal"
"700048","North 24 Parganas","West Bengal"
"700049","North 24 Parganas","West Bengal"
"700050","Kolkata","West Bengal"
"700051","North 24 Parganas","West Bengal"
"700052","North 24 Parganas","West Bengal"
"700053","Kolkata","West Bengal"
"700054","Kolkata","West Bengal"
"700055","North 24 Parganas","West Bengal"
"700056","North 24 Parganas","West Bengal"
"700057","North 24 Parganas","West Bengal"
"700058","North 24 Parganas","West Bengal"
"700059","North 24 Parganas","West Bengal"
"700060","Kolkata","West Bengal"
"700061","Kolkata","West Bengal"
"700062","Kolkata","West Bengal"
"700063","Kolkata","West Bengal"
"700064","North 24 Parganas","West Bengal"
"700065","North 24 Parganas","West Bengal"
"700066","Kolkata","West Bengal"
"700067","Kolkata","West Bengal"
"700068","Kolkata","West Bengal"
"700069","Kolkata","West Bengal"
"700070","Kolkata","West Bengal"
"700071","Kolkata","West Bengal"
"700072","Kolkata","West Bengal"
"700073","Kolkata","West Bengal"
"700074","North 24 Parganas","West Bengal"
"700075","Kolkata","West Bengal"
"700076","North 24 Parganas","West Bengal"
"700077","North 24 Parganas","West Bengal"
"700078","Kolkata","West Bengal"
"700079","North 24 Parganas","West Bengal"
"700080","North 24 Parganas","West Bengal"
"700081","North 24 Parganas","West Bengal"
"700082","Kolkata","West Bengal"
"700083","North 24 Parganas","West Bengal"
"700084","South 24 Parganas","West Bengal"
"700085","Kolkata","West Bengal"
"700086","Kolkata","West Bengal"
"700087","Kolkata","West Bengal"
"700088","Kolkata","West Bengal"
"700089","North 24 Parganas","West Bengal"
"700090","North 24 Parganas","West Bengal"
"700091","North 24 Parganas","West Bengal"
"700092","Kolkata","West Bengal"
"700093","South 24 Parganas","West Bengal"
"700094","Kolkata","West Bengal"
"700095","Kolkata","West Bengal"
"700096","South 24 Parganas","West Bengal"
"700097","North 24 Parganas","West Bengal"
"700099","Kolkata","West Bengal"
"700100","Kolkata","West Bengal"
"700101","North 24 Parganas","West Bengal"
"700102","North 24 Parganas","West Bengal"
"700103","South 24 Parganas","West Bengal"
"700104","South 24 Parganas","West Bengal"
"700105","North 24 Parganas","West Bengal"
"700106","North 24 Parganas","West Bengal"
"700107","Kolkata","West Bengal"
"700108","North 24 Parganas","West Bengal"
"700109","North 24 Parganas","West Bengal"
"700110","North 24 Parganas","West Bengal"
"700111","North 24 Parganas","West Bengal"
"700112","North 24 Parganas","West Bengal"
"700113","North 24 Parganas","West Bengal"
"700114","North 24 Parganas","West Bengal"
"700115","North 24 Parganas","West Bengal"
"700116","North 24 Parganas","West Bengal"
"700117","North 24 Parganas","West Bengal"
"700118","North 24 Parganas","West Bengal"
"700119","North 24 Parganas","West Bengal"
"700120","North 24 Parganas","West Bengal"
"700121","North 24 Parganas","West Bengal"
"700122","North 24 Parganas","West Bengal"
"700123","North 24 Parganas","West Bengal"
"700124","North 24 Parganas","West Bengal"
"700125","North 24 Parganas","West Bengal"
"700126","North 24 Parganas","West Bengal"
"700127","North 24 Parganas","West Bengal"
"700128","North 24 Parganas","West Bengal"
"700129","North 24 Parganas","West Bengal"
"700130","North 24 Parganas","West Bengal"
"700131","North 24 Parganas","West Bengal"
"700132","North 24 Parganas","West Bengal"
"700133","North 24 Parganas","West Bengal"
"700134","North 24 Parganas","West Bengal"
"700135","North 24 Parganas","West Bengal"
"700136","North 24 Parganas","West Bengal"
"700137","South 24 Parganas","West Bengal"
"700138","South 24 Parganas","West Bengal"
"700139","South 24 Parganas","West Bengal"
"700140","South 24 Parganas","West Bengal"
"700141","South 24 Parganas","West Bengal"
"700142","South 24 Parganas","West Bengal"
"700143","South 24 Parganas","West Bengal"
"700144","South 24 Parganas","West Bengal"
"700145","South 24 Parganas","West Bengal"
"700146","South 24 Parganas","West Bengal"
"700147","South 24 Parganas","West Bengal"
"700148","South 24 Parganas","West Bengal"
"700149","South 24 Parganas","West Bengal"
"700150","South 24 Parganas","West Bengal"
"700151","South 24 Parganas","West Bengal"
"700152","South 24 Parganas","West Bengal"
"700153","South 24 Parganas","West Bengal"
"700154","South 24 Parganas","West Bengal"
"700155","North 24 Parganas","West Bengal"
"700156","North 24 Parganas","West Bengal"
"700157","North 24 Parganas","West Bengal"
"700158","North 24 Parganas","West Bengal"
"700159","North 24 Parganas","West Bengal"
"700160","North 24 Parganas","West Bengal"
"700161","North 24 Parganas","West Bengal"
"700162","North 24 Parganas","West Bengal"
"700163","North 24 Parganas","West Bengal"
"711101","Howrah","West Bengal"
"711102","Howrah","West Bengal"
"711103","Howrah","West Bengal"
"711104","Howrah","West Bengal"
"711105","Howrah","West Bengal"
"711106","Howrah","West Bengal"
"711107","Howrah","West Bengal"
"711108","Howrah","West Bengal"
"711109","Howrah","West Bengal"
"711110","Howrah","West Bengal"
"711111","Howrah","West Bengal"
"711112","Howrah","West Bengal"
"711113","Howrah","West Bengal"
"711114","Howrah","West Bengal"
"711115","Howrah","West Bengal"
"711201","Howrah","West Bengal"
"711202","Howrah","West Bengal"
"711203","Howrah","West Bengal"
"711204","Howrah","West Bengal"
"711205","Howrah","West Bengal"
"711206","Howrah","West Bengal"
"711225","Howrah","West Bengal"
"711226","Howrah","West Bengal"
"711227","Howrah","West Bengal"
"711301","Howrah","West Bengal"
"711302","Howrah","West Bengal"
"711303","Howrah","West Bengal"
"711304","Howrah","West Bengal"
"711305","Howrah","West Bengal"
"711306","Howrah","West Bengal"
"711307","Howrah","West Bengal"
"711308","Howrah","West Bengal"
"711309","Howrah","West Bengal"
"711310","Howrah","West Bengal"
"711312","Howrah","West Bengal"
"711313","Howrah","West Bengal"
"711314","Howrah","West Bengal"
"711315","Howrah","West Bengal"
"711316","Howrah","West Bengal"
"711317","Howrah","West Bengal"
"711322","Howrah","West Bengal"
"711331","Howrah","West Bengal"
"711401","Howrah","West Bengal"
"711403","Howrah","West Bengal"
"711404","Howrah","West Bengal"
"711405","Howrah","West Bengal"
"711408","Howrah","West Bengal"
"711409","Howrah","West Bengal"
"711410","Howrah","West Bengal"
"711411","Howrah","West Bengal"
"711412","Howrah","West Bengal"
"711413","Howrah","West Bengal"
"711414","Howrah","West Bengal"
"712101","Hooghly","West Bengal"
"712102","Hooghly","West Bengal"
"712103","Hooghly","West Bengal"
"712104","Hooghly","West Bengal"
"712105","Hooghly","West Bengal"
"712121","Hooghly","West Bengal"
"712122","Medinipur West","West Bengal"
"712123","Hooghly","West Bengal"
"712124","Hooghly","West Bengal"
"712125","Hooghly","West Bengal"
"712134","Hooghly","West Bengal"
"712135","Hooghly","West Bengal"
"712136","Hooghly","West Bengal"
"712137","Hooghly","West Bengal"
"712138","Hooghly","West Bengal"
"712139","Hooghly","West Bengal"
"712146","Purba Bardhaman","West Bengal"
"712147","Hooghly","West Bengal"
"712148","Hooghly","West Bengal"
"712149","Hooghly","West Bengal"
"712152","Hooghly","West Bengal"
"712201","Hooghly","West Bengal"
"712202","Hooghly","West Bengal"
"712203","Hooghly","West Bengal"
"712204","Hooghly","West Bengal"
"712221","Hooghly","West Bengal"
"712222","Hooghly","West Bengal"
"712223","Hooghly","West Bengal"
"712232","Hooghly","West Bengal"
"712233","Hooghly","West Bengal"
"712234","Hooghly","West Bengal"
"712235","Hooghly","West Bengal"
"712245","Hooghly","West Bengal"
"712246","Hooghly","West Bengal"
"712248","Hooghly","West Bengal"
"712249","Hooghly","West Bengal"
"712250","Hooghly","West Bengal"
"712258","Hooghly","West Bengal"
"712291","Na","Not Applicable"
"712301","Hooghly","West Bengal"
"712302","Hooghly","West Bengal"
"712303","Hooghly","West Bengal"
"712304","Hooghly","West Bengal"
"712305","Hooghly","West Bengal"
"712306","Hooghly","West Bengal"
"712308","Hooghly","West Bengal"
"712310","Hooghly","West Bengal"
"712311","Hooghly","West Bengal"
"712401","Hooghly","West Bengal"
"712402","Hooghly","West Bengal"
"712403","Hooghly","West Bengal"
"712404","Hooghly","West Bengal"
"712405","Hooghly","West Bengal"
"712406","Hooghly","West Bengal"
"712407","Hooghly","West Bengal"
"712408","Howrah","West Bengal"
"712409","Hooghly","West Bengal"
"712410","Hooghly","West Bengal"
"712412","Hooghly","West Bengal"
"712413","Hooghly","West Bengal"
"712414","Hooghly","West Bengal"
"712415","Hooghly","West Bengal"
"712416","Hooghly","West Bengal"
"712417","Hooghly","West Bengal"
"712501","Hooghly","West Bengal"
"712502","Hooghly","West Bengal"
"712503","Hooghly","West Bengal"
"712504","Hooghly","West Bengal"
"712512","Hooghly","West Bengal"
"712513","Hooghly","West Bengal"
"712514","Hooghly","West Bengal"
"712515","Hooghly","West Bengal"
"712601","Hooghly","West Bengal"
"712602","Hooghly","West Bengal"
"712611","Hooghly","West Bengal"
"712612","Hooghly","West Bengal"
"712613","Hooghly","West Bengal"
"712614","Hooghly","West Bengal"
"712615","Hooghly","West Bengal"
"712616","Hooghly","West Bengal"
"712617","Hooghly","West Bengal"
"712701","Hooghly","West Bengal"
"712702","Hooghly","West Bengal"
"712706","Hooghly","West Bengal"
"713101","Purba Bardhaman","West Bengal"
"713102","Purba Bardhaman","West Bengal"
"713103","Purba Bardhaman","West Bengal"
"713104","Purba Bardhaman","West Bengal"
"713121","Purba Bardhaman","West Bengal"
"713122","Purba Bardhaman","West Bengal"
"713123","Purba Bardhaman","West Bengal"
"713124","Purba Bardhaman","West Bengal"
"713125","Purba Bardhaman","West Bengal"
"713126","Purba Bardhaman","West Bengal"
"713127","Purba Bardhaman","West Bengal"
"713128","Purba Bardhaman","West Bengal"
"713129","Purba Bardhaman","West Bengal"
"713130","Purba Bardhaman","West Bengal"
"713131","Purba Bardhaman","West Bengal"
"713132","Purba Bardhaman","West Bengal"
"713140","Purba Bardhaman","West Bengal"
"713141","Purba Bardhaman","West Bengal"
"713142","Purba Bardhaman","West Bengal"
"713143","Purba Bardhaman","West Bengal"
"713144","Purba Bardhaman","West Bengal"
"713145","Purba Bardhaman","West Bengal"
"713146","Purba Bardhaman","West Bengal"
"713147","Purba Bardhaman","West Bengal"
"713148","Paschim Bardhaman","West Bengal"
"713149","Purba Bardhaman","West Bengal"
"713150","Purba Bardhaman","West Bengal"
"713151","Purba Bardhaman","West Bengal"
"713152","Purba Bardhaman","West Bengal"
"713153","Purba Bardhaman","West Bengal"
"713154","Purba Bardhaman","West Bengal"
"713166","Purba Bardhaman","West Bengal"
"713201","Paschim Bardhaman","West Bengal"
"713202","Paschim Bardhaman","West Bengal"
"713203","Paschim Bardhaman","West Bengal"
"713204","Paschim Bardhaman","West Bengal"
"713205","Paschim Bardhaman","West Bengal"
"713206","Paschim Bardhaman","West Bengal"
"713207","Paschim Bardhaman","West Bengal"
"713208","Paschim Bardhaman","West Bengal"
"713209","Paschim Bardhaman","West Bengal"
"713210","Paschim Bardhaman","West Bengal"
"713211","Paschim Bardhaman","West Bengal"
"713212","Paschim Bardhaman","West Bengal"
"713213","Paschim Bardhaman","West Bengal"
"713214","Paschim Bardhaman","West Bengal"
"713215","Paschim Bardhaman","West Bengal"
"713216","Paschim Bardhaman","West Bengal"
"713217","Paschim Bardhaman","West Bengal"
"713301","Paschim Bardhaman","West Bengal"
"713302","Paschim Bardhaman","West Bengal"
"713303","Paschim Bardhaman","West Bengal"
"713304","Paschim Bardhaman","West Bengal"
"713305","Paschim Bardhaman","West Bengal"
"713315","Paschim Bardhaman","West Bengal"
"713321","Paschim Bardhaman","West Bengal"
"713322","Paschim Bardhaman","West Bengal"
"713323","Paschim Bardhaman","West Bengal"
"713324","Paschim Bardhaman","West Bengal"
"713325","Paschim Bardhaman","West Bengal"
"713326","Paschim Bardhaman","West Bengal"
"713330","Paschim Bardhaman","West Bengal"
"713331","Paschim Bardhaman","West Bengal"
"713332","Paschim Bardhaman","West Bengal"
"713333","Paschim Bardhaman","West Bengal"
"713334","Paschim Bardhaman","West Bengal"
"713335","Paschim Bardhaman","West Bengal"
"713336","Paschim Bardhaman","West Bengal"
"713337","Paschim Bardhaman","West Bengal"
"713338","Paschim Bardhaman","West Bengal"
"713339","Paschim Bardhaman","West Bengal"
"713340","Paschim Bardhaman","West Bengal"
"713341","Paschim Bardhaman","West Bengal"
"713342","Paschim Bardhaman","West Bengal"
"713343","Paschim Bardhaman","West Bengal"
"713344","Paschim Bardhaman","West Bengal"
"713346","Paschim Bardhaman","West Bengal"
"713347","Paschim Bardhaman","West Bengal"
"713357","Paschim Bardhaman","West Bengal"
"713358","Paschim Bardhaman","West Bengal"
"713359","Paschim Bardhaman","West Bengal"
"713360","Paschim Bardhaman","West Bengal"
"713361","Paschim Bardhaman","West Bengal"
"713362","Paschim Bardhaman","West Bengal"
"713363","Paschim Bardhaman","West Bengal"
"713365","Paschim Bardhaman","West Bengal"
"713369","Paschim Bardhaman","West Bengal"
"713370","Paschim Bardhaman","West Bengal"
"713371","Paschim Bardhaman","West Bengal"
"713372","Paschim Bardhaman","West Bengal"
"713373","Paschim Bardhaman","West Bengal"
"713376","Paschim Bardhaman","West Bengal"
"713378","Paschim Bardhaman","West Bengal"
"713381","Paschim Bardhaman","West Bengal"
"713384","Paschim Bardhaman","West Bengal"
"713385","Paschim Bardhaman","West Bengal"
"713386","Paschim Bardhaman","West Bengal"
"713401","Purba Bardhaman","West Bengal"
"713403","Purba Bardhaman","West Bengal"
"713404","Purba Bardhaman","West Bengal"
"713405","Purba Bardhaman","West Bengal"
"713406","Purba Bardhaman","West Bengal"
"713407","Purba Bardhaman","West Bengal"
"713408","Purba Bardhaman","West Bengal"
"713409","Purba Bardhaman","West Bengal"
"713420","Purba Bardhaman","West Bengal"
"713421","Purba Bardhaman","West Bengal"
"713422","Purba Bardhaman","West Bengal"
"713423","Purba Bardhaman","West Bengal"
"713424","Purba Bardhaman","West Bengal"
"713426","Purba Bardhaman","West Bengal"
"713427","Purba Bardhaman","West Bengal"
"713428","Purba Bardhaman","West Bengal"
"713502","Purba Bardhaman","West Bengal"
"713512","Purba Bardhaman","West Bengal"
"713513","Purba Bardhaman","West Bengal"
"713514","Purba Bardhaman","West Bengal"
"713515","Purba Bardhaman","West Bengal"
"713519","Purba Bardhaman","West Bengal"
"713520","Purba Bardhaman","West Bengal"
"721101","Medinipur West","West Bengal"
"721102","Medinipur West","West Bengal"
"721121","Medinipur West","West Bengal"
"721122","Medinipur West","West Bengal"
"721124","Medinipur West","West Bengal"
"721125","Jhargram","West Bengal"
"721126","Medinipur West","West Bengal"
"721127","Medinipur West","West Bengal"
"721128","Medinipur West","West Bengal"
