"_id","count","school","pincode","city"
"c . l. v. p. s. v. m. i. c pilibhit(262001)","3","C . L. V. P. S. V. M. I. C Pilibhit","262001","Pilibhit"
"c .l.v.p.s.v.m inter colleg pilibhit(262001)","66","C .l.V.p.s.V.m inter colleg pilibhit","262001","Pilibhit"
"c k.v.p.s.v.m.i. college(262001)","3","C K.V.P.S.V.M.I. college","262001","Pilibhit"
"c l v p s v m i c(262001)","12","C L V P S V M I C","262001","Pilibhit"
"c l v p s v m i c pilibhit(262001)","11","C L V P S V M I C PILIBHIT","262001","Pilibhit"
"c l v p sarasvati vidhya mandir ic(262001)","8","C L V P SARASVATI VIDHYA MANDIR IC","262001","Pilibhit"
"c lal v pal svm ic pilibhit(262001)","2","C LAL V PAL SVM IC PILIBHIT","262001","Pilibhit"
"c l v p   inter college pilibhit(262001)","23","C l V P   inter college pilibhit","262001","Pilibhit"
"c l v s m i c p(262001)","1","C l v s m I c p","262001","Pilibhit"
"c lal v pal saraswati vidya mandir(262001)","5","C lal V pal Saraswati Vidya Mandir","262001","Pilibhit"
"c. l. v. p(262001)","2","C. L. V. P","262001","Pilibhit"
"c. l. v. p. s. v. m. i collage(262001)","16","C. L. V. P. S. V. M. I COLLAGE","262001","Pilibhit"
"c. l. v. p. saraswati inter college(262001)","1","C. L. V. P. Saraswati Inter College","262001","Pilibhit"
"c. l.v.p.saraswati vidya mandir pilibhit(262001)","12","C. l.v.p.saraswati Vidya mandir pilibhit","262001","Pilibhit"
"c.l.b.p.s.v.m.i.c.pilibhit(262001)","23","C.L.B.P.S.V.M.I.C.PILIBHIT","262001","Pilibhit"
"c.l.b.p.s.v.m.inter college(262001)","51","C.L.B.P.S.V.M.INTER COLLEGE","262001","Pilibhit"
"c.l.v.m  svm inter college(262001)","4","C.L.V.M  SVM INTER COLLEGE","262001","Pilibhit"
"c.l.v.p s.v. m  l.c(262001)","1","C.L.V.P S.V. M  l.C","262001","Pilibhit"
"c.l.v.p. vidhya mandir inter college(262001)","5","C.L.V.P. Vidhya Mandir Inter College","262001","Pilibhit"
"c.l.v.p.inter college(262001)","3","C.L.V.P.Inter college","262001","Pilibhit"
"c.l.v.p.s.v(262001)","3","C.L.V.P.S.V","262001","Pilibhit"
"c.l.v.s.v.m(262001)","2","C.l.V.S.V.M","262001","Pilibhit"
"c.l.v.p.s.v.mandir pilibhit(262001)","1","C.l.v.p.s.v.mandir pilibhit","262001","Pilibhit"
"clapsp(262001)","1","CLAPSP","262001","Pilibhit"
"clbpsvm pilibhit(262001)","13","CLBPSVM PILIBHIT","262001","Pilibhit"
"clvp  inter collage(262001)","17","CLVP  INTER COLLAGE","262001","Pilibhit"
"clvp sarsvati pilibhit(262001)","1","CLVP sarsvati Pilibhit","262001","Pilibhit"
"clvpsv mandir inter college pilibhit(262001)","11","CLVPSV mandir inter College Pilibhit","262001","Pilibhit"
"clvpsvm college pilibhit(262001)","4","CLVPSVM College Pilibhit","262001","Pilibhit"
"clvpsvm ic(262001)","48","CLVPSVM IC","262001","Pilibhit"
"clvpsvm. ic. pilibhit(262001)","24","CLVPSVM. IC. PILIBHIT","262001","Pilibhit"
"clvpsvm. intr coollege(262001)","28","CLVPSVM. Intr coollege","262001","Pilibhit"
"clvpsvmi college(262001)","3","CLVPSVMI COLLEGE","262001","Pilibhit"
"clvpsvmic pbt(262001)","5","CLVPSVMIC PBT","262001","Pilibhit"
"cvlp(262001)","1","CVLP","262001","Pilibhit"
"chiranjilal(262001)","2","Chiranjilal","262001","Pilibhit"
"chiraunji  lal virender  pal(262001)","15","Chiraunji  lal virender  pal","262001","Pilibhit"
"chiraunji lal virendra pal inter college(262001)","2","Chiraunji Lal Virendra Pal Inter College","262001","Pilibhit"
"chiraunji lal virendra pal vidya mandir(262001)","1","Chiraunji lal virendra pal Vidya mandir","262001","Pilibhit"
"chiraunjilal virendrapal sarsvati vidhya(262001)","2","ChiraunjiLal VirendraPal Sarsvati Vidhya","262001","Pilibhit"
"chirongi laal vidhya mandir(262001)","1","Chirongi laal vidhya mandir","262001","Pilibhit"
"chirongi lal virendra palswaraswati(262001)","2","Chirongi lal virendra palswaraswati","262001","Pilibhit"
"chironji lal virendra pals.v.m.i.c.(262001)","1","Chironji Lal Virendra palS.V.M.I.C.","262001","Pilibhit"
"clvp(262001)","9","Clvp","262001","Pilibhit"
"clvp sarawti vidhya mandir(262001)","1","Clvp sarawti vidhya mandir","262001","Pilibhit"
"cvsvmlc(262001)","2","Cvsvmlc","262001","Pilibhit"
"c•l•v•p•s•v•m•inter college(262001)","3","C•L•V•P•S•V•M•inter college","262001","Pilibhit"
"dirmend rajkiy college pilibhit(262001)","1","Dirmend Rajkiy College Pilibhit","262001","Pilibhit"
"divine college(262001)","1","Divine college","262001","Pilibhit"
"g f college shahjahanpur(262001)","1","G F COLLEGE SHAHJAHANPUR","262001","Pilibhit"
"g g i c(262001)","1","G G I C","262001","Pilibhit"
"icfai(262001)","1","ICFAI","262001","Pilibhit"
"invertis university(262001)","1","Invertis university","262001","Pilibhit"
"jmb group of institution(262001)","1","JMB Group of institution","262001","Pilibhit"
"jitin kumar(262001)","1","Jitin kumar","262001","Pilibhit"
"little angels school pilibhit(262001)","2","Little Angels School PILIBHIT","262001","Pilibhit"
"little angel school(262001)","1","Little angel school","262001","Pilibhit"
"lvbmicpbt(262001)","1","Lvbmicpbt","262001","Pilibhit"
"m d g r s v p school(262001)","1","M D G R S V P School","262001","Pilibhit"
"mr. rakesh kumar(262001)","2","MR. RAKESH Kumar","262001","Pilibhit"
"nimt institute of education(262001)","1","Nimt institute of education","262001","Pilibhit"
"pilibhit(262001)","3","Pilibhit","262001","Pilibhit"
"pilibhit uttar pradesh(262001)","1","Pilibhit Uttar Pradesh","262001","Pilibhit"
"pragati public school mohanpur pilibhit(262001)","1","Pragati Public school Mohanpur Pilibhit","262001","Pilibhit"
"raza p.g college rampur uttar pradesh(262001)","1","RAZA P.G COLLEGE RAMPUR UTTAR PRADESH","262001","Pilibhit"
"rkdf institute of hotel management(262001)","11","Rkdf institute of hotel management","262001","Pilibhit"
"sms dutta mem nosegay pub sch(262001)","3","SMS DUTTA MEM NOSEGAY PUB SCH","262001","Pilibhit"
"santram sisu mandir pilibhit(262001)","1","Santram sisu mandir Pilibhit","262001","Pilibhit"
"sharad saxena(262001)","1","Sharad saxena","262001","Pilibhit"
"the great degree callege(262001)","1","The great degree callege","262001","Pilibhit"
"umv, pilibhit(262001)","1","UMV, PILIBHIT","262001","Pilibhit"
"upadhi maha vidhyalay pilibhit(262001)","1","Upadhi Maha vidhyalay Pilibhit","262001","Pilibhit"
"वीरेंद्र पाल सरस्वती विद्या मंदिर(262001)","1","वीरेंद्र पाल सरस्वती विद्या मंदिर","262001","Pilibhit"
"clvpsvmi pilibhit(262006)","1","CLVPSVMI Pilibhit","262006",""
"g.g.s.s.s no 1(262009)","1","G.G.S.S.S NO 1","262009",""
"ap inter college(262122)","13","AP inter College","262122","Pilibhit"
"akash(262122)","1","Akash","262122","Pilibhit"
"bareilly college bareilly(262122)","1","Bareilly College Bareilly","262122","Pilibhit"
"ganna krishak mahavidyalaya puranpur(262122)","1","Ganna Krishak Mahavidyalaya Puranpur","262122","Pilibhit"
"golden flower public school(262122)","2","Golden flower public school","262122","Pilibhit"
"government polytechnic puranpur(262122)","1","Government polytechnic puranpur","262122","Pilibhit"
"lakshya academy of higher studies, puranpur(262122)","1","Lakshya Academy Of Higher Studies, Puranpur","262122","Pilibhit"
"lucky children sr. sec. school(262122)","1","Lucky Children Sr. Sec. School","262122","Pilibhit"
"madhu rathour(262122)","1","Madhu rathour","262122","Pilibhit"
"nims university(262122)","1","NIMS university","262122","Pilibhit"
"nikhil sharma(262122)","1","Nikhil sharma","262122","Pilibhit"
"pandit jiyalal memorial academy(262122)","1","Pandit jiyalal memorial Academy","262122","Pilibhit"
"rsrd s.v.m inter college(262122)","4","RSRD S.V.M Inter College","262122","Pilibhit"
"s v m i c puranpur (pilibhit)(262122)","1","S V M I C Puranpur (pilibhit)","262122","Pilibhit"
"s v m inter college puranpur  pilibhit(262122)","28","S V M INTER COLLEGE PURANPUR  PILIBHIT","262122","Pilibhit"
"s v m inter college puranpur(262122)","16","S V M inter College puranpur","262122","Pilibhit"
"s v m i c p p(262122)","1","S v m i c p p","262122","Pilibhit"
"s. v . m inter college(262122)","27","S. V . M INTER COLLEGE","262122","Pilibhit"
"s. v. m. i. c(262122)","2","S. V. M. I. C","262122","Pilibhit"
"s. v. m. i. c. puranpur(262122)","6","S. V. M. I. C. Puranpur","262122","Pilibhit"
"s.c.m.inter callage(262122)","2","S.c.m.inter callage","262122","Pilibhit"
"s.nd(262122)","1","S.nd","262122","Pilibhit"
"s.v.m puranpur(262122)","2","S.v.m puranpur","262122","Pilibhit"
"s.v.m.(262122)","2","S.v.m.","262122","Pilibhit"
"saraswati vidhya mandir i. c. puranpur(262122)","9","SARASWATI VIDHYA MANDIR I. C. PURANPUR","262122","Pilibhit"
"saraswati vidya  mandir inter college(262122)","198","SARASWATI VIDYA  MANDIR INTER COLLEGE","262122","Pilibhit"
"sakshi(262122)","1","Sakshi","262122","Pilibhit"
"sanjay gandhi memorial j.h school, pura(262122)","1","Sanjay Gandhi memorial J.H School, Pura","262122","Pilibhit"
"sarasvati vidya mandir(262122)","33","Sarasvati vidya mandir","262122","Pilibhit"
"saraswati vidya mandir puranpur pilibhit(262122)","3","Saraswati Vidya Mandir puranpur pilibhit","262122","Pilibhit"
"saraswati vidya mandir school(262122)","1","Saraswati Vidya mandir school","262122","Pilibhit"
"saraswati inter college(262122)","1","Saraswati inter college","262122","Pilibhit"
"sarswatividyamandirintercollege (pnp)(262122)","1","SarswatiVidyamandirinterCollege (PNP)","262122","Pilibhit"
"saurabh sharma1234(262122)","1","Saurabh Sharma1234","262122","Pilibhit"
"sri ram murti smarak(262122)","1","Sri ram murti smarak","262122","Pilibhit"
"sudhanshu yadav(262122)","2","Sudhanshu yadav","262122","Pilibhit"
"svmic  puranpur(262122)","1","Svmic  puranpur","262122","Pilibhit"
"swami education complex mahavidyalay(262122)","1","Swami education complex mahavidyalay","262122","Pilibhit"
"trapti singh(262122)","1","Trapti singh","262122","Pilibhit"
"puranpur(262122)","1","puranpur","262122","Pilibhit"
"svm public school(262122)","1","svm public school","262122",""
"swarswati videya mandir collage(262122)","1","swarswati videya mandir collage","262122","Pilibhit"
"प्राइमरी स्कूल(262122)","1","प्राइमरी स्कूल","262122","Pilibhit"
"विद्या मंदिर इंटर कॉलेज(262122)","1","विद्या मंदिर इंटर कॉलेज","262122","Pilibhit"
"s.v.m.i.c pilibhit(262123)","1","S.V.M.I.C Pilibhit","262123","Pilibhit"
"s.v.m.inter collage puranpur(262123)","1","S.V.M.Inter collage puranpur","262123","Pilibhit"
"prayagraj(262123)","1","prayagraj","262123","Pilibhit"
"c. and j. inter college kalingar(262124)","1","C. and j. Inter College kalingar","262124","Pilibhit"
"s v m inter college(262124)","7","S V M INTER COLLEGE","262124","Pilibhit"
"s.v.m. inter college puranpur(pilibhit)(262124)","1","S.V.M. Inter College Puranpur(Pilibhit)","262124","Pilibhit"
"s.v.m.i.c madhotanda puranpur(262124)","1","S.V.M.I.C MADHOTANDA PURANPUR","262124","Pilibhit"
"s.v.m.i.c.  puranpur pilibhit(262124)","1","S.V.M.I.C.  PURANPUR PILIBHIT","262124","Pilibhit"
"sarswati vidhya mandir inter college(262124)","21","SARSWATI VIDHYA MANDIR INTER COLLEGE","262124","Pilibhit"
"clpsvmic(262201)","4","CLPSVMIC","262201","Pilibhit"
"clvpsvmic.p(262201)","1","CLVPSVMIC.p","262201","Pilibhit"
"clvpsvmpbt(262201)","1","CLVPSVMPBT","262201","Pilibhit"
"government polytechnic bareilly(262201)","1","Government Polytechnic Bareilly","262201","Pilibhit"
"s.v.m.i.c.puranpur pbt(262201)","1","S.V.M.I.C.Puranpur Pbt","262201","Pilibhit"
"abhishek kumar(262203)","1","Abhishek Kumar","262203","Pilibhit"
"c lal v pal svm inter college pilibhit(262203)","2","C LAL V PAL SVM INTER COLLEGE PILIBHIT","262203","Pilibhit"
"c.l.v.p.s.v.m inter college(262203)","2","C.L.V.P.S.V.M inter College","262203","Pilibhit"
"c.l.v.p.s.v.m.i.c(262203)","1","C.l.V.P.S.V.M.I.C","262203","Pilibhit"
"ram inter college pilibhit(262203)","1","RAM INTER COLLEGE PILIBHIT","262203","Pilibhit"
"clvpsvmic pilibhit(262302)","1","Clvpsvmic Pilibhit","262302","Pilibhit"
"c.l.v.p s.v.m inter college(262305)","2","C.L.V.P S.V.M Inter College","262305","Pilibhit"
"c.l.v.p.s.v.m inter college plibhit.u.p(262305)","1","C.L.V.P.S.V.M INTER COLLEGE PLIBHIT.U.P","262305","Pilibhit"
"nosegay public school(262305)","6","Nosegay public school","262305","Pilibhit"
"s v m inter college(262305)","1","S v m inter College","262305","Pilibhit"
"sarasaswati vidhya mandir inter college(262305)","1","Sarasaswati Vidhya Mandir Inter College","262305","Pilibhit"
"self(262305)","4","Self","262305","Pilibhit"
"p p s v m inter collage(262308)","1","P P S V M Inter collage","262308","Udam Singh Nagar"
"gps khempur(262311)","1","GPS Khempur","262311","Udam Singh Nagar"
"government degree college gaulapaar(262311)","1","Government Degree College Gaulapaar","262311","Udam Singh Nagar"
"hnb government college khatima(262311)","1","HNB government college khatima","262311","Udam Singh Nagar"
"p p s v m i c nanakmatta(262311)","4","P P S V M I C NANAKMATTA","262311","Udam Singh Nagar"
"p p s v mandir inter college nanakmatta(262311)","2","P P S V Mandir inter College Nanakmatta","262311","Udam Singh Nagar"
"p.p.s.v.m. inter collage(262311)","4","P.P.S.V.M. INTER COLLAGE","262311","Udam Singh Nagar"
"p.p.s.v.m.i.c. nanakmatta(262311)","7","P.P.S.V.M.I.C. NANAKMATTA","262311","Udam Singh Nagar"
"ppsvmi college nanakmatta(262311)","1","PPSVMI college Nanakmatta","262311","Udam Singh Nagar"
"pushpa priyanka saravasi vidhya mandir(262311)","17","Pushpa Priyanka Saravasi Vidhya Mandir","262311","Udam Singh Nagar"
"pushpa priyanka vidhya mandir inter college(262311)","1","Pushpa Priyanka Vidhya Mandir Inter college","262311","Udam Singh Nagar"
"pushpa piryankha sarshwati vidyhya(262311)","1","Pushpa piryankha sarshwati vidyhya","262311","Udam Singh Nagar"
"saraswati vidya mandir  nanakmatta(262311)","1","Saraswati Vidya Mandir  nanakmatta","262311","Udam Singh Nagar"
"p.p.s.v.m.i.c nanakmatta(262405)","1","P.P.S.V.M.I.C Nanakmatta","262405","Udam Singh Nagar"
"p.p.s.v.m.inter college nanakmatta(262405)","1","P.P.S.V.M.Inter college nanakmatta","262405","Udam Singh Nagar"
"pushpa priyanka saraswati vidya mandir(262405)","1","Pushpa priyanka saraswati Vidya mandir","262405","Udam Singh Nagar"
"c.l.v.p.s.v.m.i.c.pilibhit(262406)","2","C.l.v.p.s.v.m.I.c.pilibhit","262406","Bareilly"
"c.l.v.p.s.v.m.i.c.(262406)","1","C.l.v.p.s.v.m.i.c.","262406","Bareilly"
"clvp saraswati vidhya mandir(262406)","2","CLVP saraswati vidhya mandir","262406","Bareilly"
"081388122012245(262501)","1","081388122012245","262501","Pithoragarh"
"excellence foundation public school(262501)","7","Excellence foundation public school","262501","Pithoragarh"
"k v pithoragarh(262501)","18","K V PITHORAGARH","262501","Pithoragarh"
"k.v.pithoraghar(262501)","1","K.v.pithoraghar","262501","Pithoragarh"
"kendriya  vidyalaya pithoragarh(262501)","110","KENDRIYA  VIDYALAYA PITHORAGARH","262501","Pithoragarh"
"kendriya vidyalaya sangathan pithoragarh(262501)","1","Kendriya vidyalaya sangathan pithoragarh","262501","Pithoragarh"
"lsm pg college pithoragarh(262501)","1","LSM PG college Pithoragarh","262501","Pithoragarh"
"pithoragarh(262501)","2","Pithoragarh","262501","Pithoragarh"
"s.b.v no.1 madipur(262501)","2","S.B.V No.1 Madipur","262501","Pithoragarh"
"soar valley public school(262501)","1","Soar valley public school","262501","Pithoragarh"
"the excellence foundation(262501)","1","The excellence foundation","262501","Pithoragarh"
"kendriya vidhalaya pithoragarh(262502)","2","Kendriya vidhalaya Pithoragarh","262502","Pithoragarh"
"k v pithoragarh(262520)","18","K V Pithoragarh","262520","Pithoragarh"
"k.v.p(262520)","2","K.v.p","262520","Pithoragarh"
"kebdriya vidyalaya pithoragar(262520)","38","Kebdriya Vidyalaya Pithoragar","262520","Pithoragarh"
"nani sani(262520)","1","Nani Sani","262520","Pithoragarh"
"school kendriya vidyalaya(262520)","2","School Kendriya vidyalaya","262520","Pithoragarh"
"school kv pithoragarh(262520)","1","School kv pithoragarh","262520","Pithoragarh"
"k v p(262521)","1","K V P","262521","Pithoragarh"
"k v pithoragarh(262521)","6","K v pithoragarh","262521","Pithoragarh"
"kendriya vidhyalaya pithoragarh(262521)","20","Kendriya Vidhyalaya Pithoragarh","262521","Pithoragarh"
"k.v.p(262521)","1","k.v.p","262521","Pithoragarh"
"kendriya vidyalay pithoragarh(262522)","1","Kendriya vidyalay pithoragarh","262522","Pithoragarh"
"rajdhani college university of delhi(262524)","1","RAJDHANI COLLEGE UNIVERSITY OF DELHI","262524","Champawat"
"indira college of commerce and science(262530)","27","Indira college of commerce and science","262530","Pithoragarh"
"kvs pithoragarh(262530)","1","KVS Pithoragarh","262530","Pithoragarh"
"kandriya vidyalaya pithoragarh(262530)","3","Kandriya vidyalaya pithoragarh","262530","Pithoragarh"
"lsm g0gc pithoragarh(262539)","1","LSM G0GC PITHORAGARH","262539",""
"kv pithoragrah(262550)","1","KV PITHORAGRAH","262550","Pithoragarh"
"kendriya vidhyalaya pithoragarh(262550)","1","Kendriya vidhyalaya pithoragarh","262550","Pithoragarh"
"kendriya vidyalaya pithoragarh(262576)","2","KENDRIYA VIDYALAYA PITHORAGARH","262576","Pithoragarh"
"c lal v pal s v m inter college(262626)","1","C lal v pal s v m inter college","262626",""
"government boys sr sec school(262626)","2","Government boys sr sec school","262626",""
"new saraswati h s sarola school(262626)","2","New Saraswati H S sarola school","262626",""
"new saraswati h s school sarla(262626)","2","New Saraswati H S school sarla","262626",""
"sd vidya(262626)","1","SD Vidya","262626",""
". .(262701)","1",". .","262701","Kheri"
"deendayal  cbse(262701)","1","Deendayal  CBSE","262701","Kheri"
"deendyal(262701)","1","Deendyal","262701","Kheri"
"grns(262701)","2","GRNS","262701","Kheri"
"government pipliyana school(262701)","1","Government pipliyana school","262701","Kheri"
"govt pipliayana school(262701)","1","Govt pipliayana school","262701","Kheri"
"govt school piplyahana(262701)","1","Govt school piplyahana","262701","Kheri"
"hanuman prashad dhanuka(262701)","1","Hanuman prashad dhanuka","262701","Kheri"
"mggs khorapara lalsot dausa(262701)","1","MGGS khorapara lalsot dausa","262701","Kheri"
"p d d u s v m inter college (cbse)(262701)","16","P D D U S V M Inter College (CBSE)","262701","Kheri"
"p. d. d. u. s. v. m. i. c. (cbse)(262701)","7","P. D. D. U. S. V. M. I. C. (CBSE)","262701","Kheri"
"p.d.d.saraswati vidya mandir(262701)","5","P.D.D.SARASWATI VIDYA MANDIR","262701","Kheri"
"p.d.d.u.s.v.m inter collection(262701)","6","P.D.D.U.S.V.M INTER COLLECTION","262701","Kheri"
"p.ddusvm. inter college(262701)","2","P.ddusvm. inter college","262701","Kheri"
"p.t d.d.u.s.v.m.(262701)","1","P.t d.d.u.s.v.m.","262701","Kheri"
"pddusvmic(262701)","3","PDDUSVMIC","262701","Kheri"
"pddusvmic cbse(262701)","1","PDDUSVMIC CBSE","262701","Kheri"
"pdduvsm(262701)","1","PDDUVSM","262701","Kheri"
"pt  d d u s v m i college(262701)","2","PT  D D U S V M I COLLEGE","262701","Kheri"
"pt d d s v m inter college(262701)","8","PT D D S V M Inter College","262701","Kheri"
"pt deen dayal(262701)","6","PT Deen Dayal","262701","Kheri"
"pt deen dayal saraswati vidyalaya mandir(262701)","1","PT Deen Dayal Saraswati vidyalaya mandir","262701","Kheri"
"pt.  deendayal upadhyay  s. v. m(262701)","4","PT.  Deendayal upadhyay  S. V. M","262701","Kheri"
"pt. d. d. u. s. v. m. i. c.   l. m. p(262701)","1","PT. D. D. U. S. V. M. I. C.   L. M. P","262701","Kheri"
"pt. ddusvmit (cbse)(262701)","3","PT. DDUSVMIT (CBSE)","262701","Kheri"
"pt.deendayal upadhyay svm inter college(262701)","7","PT.DeenDayal Upadhyay svm inter college","262701","Kheri"
"pt.d.d.u.s.v.m.i.c.c.b.s.e(262701)","3","PT.d.d.u.s.v.m.i.c.C.B.S.E","262701","Kheri"
"pandit deen dayal upadhyay(262701)","30","Pandit Deen Dayal Upadhyay","262701","Kheri"
"pandit deen dayal upadhyay s.v.m c.b.s.e(262701)","1","Pandit Deen Dayal Upadhyay S.V.M C.B.S.E","262701","Kheri"
"pandit deen dayal upadhyay saraswati(262701)","8","Pandit Deen Dayal Upadhyay Saraswati","262701","Kheri"
"pandit deen dayal u s v m inter college(262701)","2","Pandit Deen Dayal u s v m inter college","262701","Kheri"
"pandit deen dyal(262701)","2","Pandit Deen dyal","262701","Kheri"
"pandit deendai vidya mandir(262701)","1","Pandit Deendai vidya mandir","262701","Kheri"
"pandit dindayal cbse(262701)","1","Pandit dindayal CBSE","262701","Kheri"
"pandit dindayal upadhyay cbse(262701)","1","Pandit dindayal Upadhyay CBSE","262701","Kheri"
"pt . d .d u . s . v .m(262701)","1","Pt . D .D U . S . V .M","262701","Kheri"
"pt . deendayal upadhaya(262701)","13","Pt . Deendayal upadhaya","262701","Kheri"
"pt .d.d.us.v.m.i.college(262701)","4","Pt .d.d.us.v.m.i.college","262701","Kheri"
"pt d d u c cbse lakhimpur khiri(262701)","1","Pt D D U C CBSE Lakhimpur khiri","262701","Kheri"
"pt d d u s v m i c - cbse(262701)","2","Pt D D U S V M I C - CBSE","262701","Kheri"
"pt deen dayal upadhyay cbsc school kheri(262701)","1","Pt Deen Dayal Upadhyay CBSC School Kheri","262701","Kheri"
"pt deen dayal inter college(262701)","2","Pt Deen Dayal inter college","262701","Kheri"
"pt dindayal saraswati vidya mandir i c(262701)","1","Pt Dindayal Saraswati Vidya Mandir I C","262701","Kheri"
"pt ddsuvm inter college cbse(262701)","3","Pt ddsuvm inter college cbse","262701","Kheri"
"pt deen dayal cbse(262701)","1","Pt deen dayal CBSE","262701","Kheri"
"pt deen dayal upadhyay school lakhimpur(262701)","1","Pt deen dayal upadhyay school lakhimpur","262701","Kheri"
"pt deendayal upadhyay s.v.m.i.c(262701)","7","Pt deendayal Upadhyay s.v.m.i.c","262701","Kheri"
"pt deendyal upadhyay svmi college (cbse)(262701)","1","Pt deendyal upadhyay svmi college (CBSE)","262701","Kheri"
"pt. d .d.u.s.v.m.i.c(262701)","1","Pt. D .D.U.S.V.M.I.C","262701","Kheri"
"pt. d. d. u. s. v. m. inter college(262701)","5","Pt. D. D. U. S. V. M. Inter college","262701","Kheri"
"pt. d.d.u.s.v.m.i.c lakhimpur kheri cbse(262701)","1","Pt. D.D.U.S.V.M.I.C LAKHIMPUR KHERI CBSE","262701","Kheri"
"pt. deen dayal u. s. v. m. i. college(262701)","1","Pt. Deen Dayal U. S. V. M. I. College","262701","Kheri"
"pt. deen dayal upadhyay (cbse)(262701)","3","Pt. Deen Dayal Upadhyay (CBSE)","262701","Kheri"
"pt. deen dayal upadhyayti vidya mandir(262701)","1","Pt. Deen dayal Upadhyayti Vidya Mandir","262701","Kheri"
"pt. deendayal u.s.v.m.i.c(262701)","1","Pt. Deendayal U.S.V.M.I.C","262701","Kheri"
"pt.d.d.u.sv.m.i college (cbse)(262701)","2","Pt.D.D.U.SV.M.I College (CBSE)","262701","Kheri"
"pt.deen dayal upadhyay saraswati school(262701)","1","Pt.Deen Dayal Upadhyay Saraswati School","262701","Kheri"
"pt.deendyalupadhyaysaraswtividyamandir(262701)","2","Pt.DeendyalUpadhyaySaraswtiVidyaMandir","262701","Kheri"
"pt.dindayal upadhyay(262701)","3","Pt.Dindayal Upadhyay","262701","Kheri"
"pt.d.d.u.s.v.m.inter college(c.b.s.e.)(262701)","1","Pt.d.d.u.s.v.m.inter college(C.B.S.E.)","262701","Kheri"
"pt.deendayal vidya mandir inter college(262701)","1","Pt.deendayal vidya mandir inter college","262701","Kheri"
"ptdeendayalupadhyayaswarsatiintercollege(262701)","1","PtDeendayalUpadhyayaSwarsatiInterCollege","262701","Kheri"
"rr. gita bal bharti public school(262701)","2","RR. GITA BAL BHARTI PUBLIC SCHOOL","262701","Kheri"
"s .a.m.a.v.n(262701)","3","S .A.M.A.V.N","262701","Kheri"
"s,b,v,m inter collage(262701)","1","S,B,V,M inter collage","262701","Kheri"
"sant ranjeet singh memorial acade(262701)","13","Sant Ranjeet Singh Memorial Acade","262701","Kheri"
"satyam verma(262701)","1","Satyam verma","262701","Kheri"
"shishu bharti  vidyalaya  no2(262701)","1","Shishu Bharti  vidyalaya  no2","262701","Kheri"
"st. don bosco college(262701)","6","St. Don Bosco college","262701","Kheri"
"st. don bosco school(262701)","2","St. Don Bosco school","262701","Kheri"
"virat singh(262701)","1","Virat singh","262701","Kheri"
"wati vidya mandir inter collage(262701)","1","wati Vidya Mandir inter Collage","262701","Kheri"
"पंडित दीन दयाल उपाध्याय(262701)","1","पंडित दीन दयाल उपाध्याय","262701","Kheri"
"पं०दी०द०उ०स०वि०मं० इण्टर कॉलेज ( सी०बी०एस०ई० )(262701)","1","पं०दी०द०उ०स०वि०मं० इण्टर कॉलेज ( सी०बी०एस०ई० )","262701","Kheri"
"विद्या भारती स्कूल(262701)","1","विद्या भारती स्कूल","262701","Kheri"
"विराट सिंह(262701)","2","विराट सिंह","262701","Kheri"
"sarswati shishu mandir dhamtari(262702)","1","Sarswati shishu mandir dhamtari","262702","Kheri"
"pandit deendayal upadhay(262710)","1","Pandit Deendayal Upadhay","262710",""
"pt deendayal upadhyay svm(262721)","1","Pt Deendayal Upadhyay SVM","262721","Sitapur"
"pt.d.d.u.s.v mandir inter college(262722)","1","Pt.d.d.u.s.v Mandir inter college","262722","Sitapur"
"pandit deendayal upadhyay inter college(262723)","1","Pandit deendayal upadhyay inter college","262723","Kheri"
"pt.ddusvminter collage(262723)","1","Pt.ddusvminter collage","262723","Kheri"
"pt deen dayal upadhyaya(262724)","2","Pt Deen Dayal Upadhyaya","262724","Kheri"
"pandit deendayal upadhay(262725)","1","Pandit Deendayal upadhay","262725","Kheri"
"pt.d.d.u.s.v.m.i.c(262725)","1","Pt.d.d.u.s.v.m.i.c","262725","Kheri"
"govt h s s tukaithad(262727)","4","Govt h s s tukaithad","262727","Kheri"
"pt deen dayal upadhaya  inter college(262727)","1","Pt deen dayal upadhaya  Inter college","262727","Kheri"
"babu rameshwar dayal degree college(262802)","1","Babu Rameshwar Dayal degree College","262802","Kheri"
"k.s.i.college(262802)","1","K.S.I.College","262802","Kheri"
"kanpur university(262802)","1","KANPUR UNIVERSITY","262802","Kheri"
"krisak samaj inter college gola kheri(262802)","2","Krisak samaj inter college gola kheri","262802","Kheri"
"krishak samaj inter collage(262802)","17","Krishak Samaj Inter Collage","262802","Kheri"
"nirmala institute of nursing(262802)","1","NIRMALA INSTITUTE OF NURSING","262802","Kheri"
"कृषक समाज इंटर कॉलेज(262802)","3","कृषक समाज इंटर कॉलेज","262802","Kheri"
"mohammadi mahavidyalaya mohammadi(262804)","1","Mohammadi Mahavidyalaya Mohammadi","262804","Kheri"
"s. r. s. m . academy(262804)","1","S. R. S. M . Academy","262804","Kheri"
"pt. d.d.u.s.v.m. inter college(cbse)(262805)","1","Pt. D.D.U.S.V.M. Inter College(CBSE)","262805","Kheri"
"sant ranjeet singh(262901)","1","Sant Ranjeet Singh","262901","Kheri"
